Attrition,Hiring Year,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Age,Education,Job Involvement,Job Level,Job Satisfaction,Num Companies Worked,Performance Rating,Relationship Satisfaction,Total Working Years,Work Life Balance
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2247,Male,Laboratory Technician,Divorced,No,28,Associates Degree,3,1,3,1,3,4,4,2
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-2248,Male,Healthcare Representative,Single,No,34,High School,3,2,4,0,3,3,7,2
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2249,Female,Sales Executive,Divorced,Yes,37,Master's Degree,2,2,4,2,3,3,8,3
Yes,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2250,Male,Laboratory Technician,Married,Yes,25,High School,3,1,4,1,3,2,7,4
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-2251,Male,Laboratory Technician,Divorced,No,26,Bachelor's Degree,3,1,3,1,4,3,1,2
Yes,2021,Travel_Rarely,R&D,Medical,STAFF-2252,Male,Research Scientist,Single,Yes,33,Bachelor's Degree,2,1,2,4,4,2,5,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2253,Male,Manager,Married,No,42,Associates Degree,3,4,1,0,3,4,23,3
Yes,2022,Travel_Frequently,R&D,Medical,STAFF-2254,Male,Laboratory Technician,Divorced,No,28,Bachelor's Degree,2,1,2,1,3,1,1,3
Yes,2023,Travel_Frequently,Sales,Other,STAFF-2255,Male,Sales Executive,Single,Yes,50,Master's Degree,3,2,3,3,3,4,5,3
No,2022,Travel_Frequently,Sales,Life Sciences,STAFF-2256,Female,Sales Executive,Married,No,33,Bachelor's Degree,3,2,2,0,3,3,4,3
No,2023,Non-Travel,R&D,Life Sciences,STAFF-2257,Male,Research Scientist,Married,No,34,Master's Degree,2,1,4,3,3,4,6,3
No,2021,Non-Travel,R&D,Medical,STAFF-2258,Male,Manager,Single,No,48,Master's Degree,4,4,4,2,4,3,27,2
No,2021,Non-Travel,Sales,Life Sciences,STAFF-2259,Female,Sales Executive,Married,No,45,Master's Degree,2,2,3,1,3,4,15,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2260,Male,Healthcare Representative,Single,No,52,Master's Degree,3,3,2,7,3,4,18,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2261,Male,Sales Executive,Divorced,Yes,38,Master's Degree,2,3,3,0,3,2,9,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2262,Female,Research Scientist,Divorced,No,29,Master's Degree,3,1,4,4,4,1,11,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2263,Female,Manufacturing Director,Divorced,No,28,Bachelor's Degree,3,3,2,0,3,2,10,2
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2264,Male,Manager,Married,No,46,High School,3,4,3,3,3,4,23,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-2265,Male,Sales Executive,Single,No,38,Associates Degree,3,3,2,7,3,3,10,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2266,Female,Manufacturing Director,Married,No,43,Bachelor's Degree,3,3,1,8,3,3,18,3
Yes,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2267,Male,Healthcare Representative,Divorced,No,39,Bachelor's Degree,3,4,4,7,3,4,21,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2268,Male,Research Director,Single,No,40,Bachelor's Degree,2,5,3,1,3,1,21,4
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-2269,Female,Research Scientist,Single,Yes,21,High School,2,1,2,1,3,3,2,4
No,2020,Non-Travel,R&D,Life Sciences,STAFF-2270,Male,Laboratory Technician,Single,No,39,Bachelor's Degree,3,2,2,9,3,3,9,2
No,2023,Non-Travel,R&D,Life Sciences,STAFF-2271,Male,Manufacturing Director,Single,No,36,Master's Degree,3,2,4,2,4,1,18,3
No,2023,Travel_Frequently,Sales,Life Sciences,STAFF-2272,Male,Sales Representative,Married,No,31,Bachelor's Degree,4,1,4,0,3,1,3,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2273,Male,Research Scientist,Married,No,28,High School,2,1,2,0,3,1,6,1
No,2023,Travel_Frequently,Sales,Marketing,STAFF-2274,Male,Sales Executive,Divorced,No,35,Associates Degree,3,2,4,1,3,4,5,3
No,2023,Travel_Rarely,Sales,Technical Degree,STAFF-2275,Male,Sales Executive,Married,No,49,Master's Degree,2,4,2,6,3,2,22,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2276,Male,Manufacturing Director,Single,No,34,Associates Degree,3,2,3,2,3,4,5,2
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-2277,Female,Research Scientist,Divorced,No,29,Bachelor's Degree,3,1,2,0,3,4,8,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-2278,Male,Laboratory Technician,Single,No,42,Bachelor's Degree,1,2,4,4,3,1,16,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2279,Male,Manufacturing Director,Married,Yes,29,High School,2,2,4,1,3,3,10,2
No,2022,Travel_Rarely,HR,Human Resources,STAFF-2280,Male,Human Resources,Married,No,38,Bachelor's Degree,4,1,3,1,3,4,7,4
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2281,Male,Research Scientist,Divorced,Yes,28,Bachelor's Degree,2,1,3,1,3,4,3,3
Yes,2023,Non-Travel,R&D,Medical,STAFF-2282,Male,Laboratory Technician,Single,No,18,High School,3,1,3,1,3,4,0,3
Yes,2021,Travel_Rarely,Sales,Marketing,STAFF-2283,Female,Sales Executive,Single,Yes,33,Master's Degree,3,2,1,0,3,1,6,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2284,Male,Laboratory Technician,Married,Yes,41,Master's Degree,3,1,4,3,3,1,6,3
Yes,2023,Travel_Frequently,R&D,Medical,STAFF-2285,Male,Laboratory Technician,Married,No,31,Bachelor's Degree,3,1,3,1,3,3,2,2
No,2020,Travel_Rarely,R&D,Medical,STAFF-2286,Female,Healthcare Representative,Divorced,No,37,Associates Degree,2,2,4,7,3,3,9,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2287,Male,Research Scientist,Married,No,27,Bachelor's Degree,2,1,3,1,3,3,4,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2288,Female,Sales Executive,Married,No,34,High School,3,2,3,1,4,1,6,2
No,2022,Travel_Rarely,HR,Technical Degree,STAFF-2289,Male,Human Resources,Single,No,35,Master's Degree,3,1,3,1,3,2,6,1
Yes,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2290,Female,Sales Executive,Married,No,29,High School,2,3,1,1,3,1,11,1
No,2020,Travel_Frequently,R&D,Medical,STAFF-2291,Female,Research Director,Single,No,40,Master's Degree,3,3,3,9,3,3,20,2
Yes,2021,Travel_Frequently,Sales,Life Sciences,STAFF-2292,Male,Sales Executive,Single,Yes,42,Bachelor's Degree,3,4,1,0,3,2,22,2
No,2023,Travel_Rarely,Sales,Marketing,STAFF-2293,Male,Sales Executive,Single,No,42,Master's Degree,3,2,1,7,3,4,9,4
No,2022,Travel_Rarely,R&D,Medical,STAFF-2294,Male,Laboratory Technician,Married,No,35,Master's Degree,2,1,3,6,3,2,10,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2295,Male,Laboratory Technician,Single,No,24,Bachelor's Degree,3,1,2,8,4,4,6,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2296,Female,Laboratory Technician,Married,Yes,28,High School,3,1,4,1,3,4,1,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-2297,Male,Laboratory Technician,Married,No,26,Master's Degree,4,1,4,1,4,2,8,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-2298,Male,Sales Executive,Married,No,30,Bachelor's Degree,2,2,3,1,3,1,10,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-2299,Female,Research Scientist,Married,Yes,40,Associates Degree,2,2,4,3,3,4,16,1
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2300,Male,Manufacturing Director,Divorced,No,35,Bachelor's Degree,2,3,2,2,3,2,15,4
No,2021,Travel_Frequently,R&D,Medical,STAFF-2301,Male,Healthcare Representative,Single,No,34,Bachelor's Degree,2,2,1,0,4,3,14,3
No,2020,Travel_Frequently,R&D,Other,STAFF-2302,Male,Laboratory Technician,Married,No,35,Master's Degree,2,1,4,1,3,2,2,4
Yes,2021,Travel_Rarely,Sales,Marketing,STAFF-2303,Female,Sales Executive,Single,No,43,Bachelor's Degree,1,2,3,8,3,2,7,2
No,2023,Non-Travel,Sales,Life Sciences,STAFF-2304,Female,Sales Representative,Divorced,No,32,High School,3,1,1,1,3,3,1,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-2305,Female,Manager,Divorced,No,56,Master's Degree,3,5,1,4,3,4,28,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2306,Female,Laboratory Technician,Married,No,29,High School,3,1,4,1,3,1,10,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2307,Male,Research Scientist,Single,No,19,Associates Degree,3,1,1,1,4,3,1,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2308,Female,Research Scientist,Married,Yes,45,Bachelor's Degree,3,1,3,4,3,3,7,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2309,Female,Manufacturing Director,Married,No,37,Bachelor's Degree,2,2,4,1,3,2,14,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2310,Male,Laboratory Technician,Single,No,20,Bachelor's Degree,2,1,3,1,3,1,2,2
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2311,Male,Research Scientist,Single,Yes,44,Master's Degree,3,1,3,1,3,3,6,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-2312,Female,Manager,Divorced,No,53,Associates Degree,3,5,3,3,3,2,26,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2313,Female,Research Scientist,Married,Yes,29,High School,1,1,4,0,3,1,6,2
Yes,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2314,Male,Research Scientist,Married,Yes,22,Master's Degree,2,1,4,0,3,2,1,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-2315,Female,Manager,Married,No,46,Bachelor's Degree,3,4,1,8,4,1,28,3
No,2023,Non-Travel,R&D,Life Sciences,STAFF-2316,Male,Research Scientist,Single,No,44,Bachelor's Degree,1,1,3,2,3,4,6,3
No,2021,Travel_Rarely,HR,Human Resources,STAFF-2317,Male,Human Resources,Married,No,33,Bachelor's Degree,3,1,3,1,3,4,5,3
Yes,2023,Non-Travel,R&D,Life Sciences,STAFF-2318,Male,Research Scientist,Divorced,No,41,Associates Degree,2,1,1,6,3,1,5,1
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2319,Male,Sales Executive,Divorced,No,30,Master's Degree,3,2,1,8,3,3,8,3
No,2022,Travel_Frequently,Sales,Medical,STAFF-2320,Male,Sales Executive,Married,No,40,Master's Degree,3,2,2,5,3,4,5,3
No,2020,Travel_Frequently,R&D,Medical,STAFF-2321,Female,Manager,Married,No,50,Bachelor's Degree,3,4,1,2,4,3,32,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2322,Male,Laboratory Technician,Married,No,28,Master's Degree,2,1,1,1,3,3,6,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2323,Male,Research Director,Married,No,46,Associates Degree,3,5,2,5,3,1,25,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-2324,Male,Sales Executive,Married,Yes,35,Master's Degree,3,2,1,3,3,4,15,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2325,Female,Laboratory Technician,Married,No,24,Associates Degree,3,1,2,1,3,1,1,1
No,2022,Travel_Frequently,Sales,Medical,STAFF-2326,Female,Sales Executive,Married,No,33,Bachelor's Degree,3,2,3,1,3,1,10,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2327,Male,Laboratory Technician,Divorced,No,36,Master's Degree,1,1,3,1,3,3,7,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2328,Male,Laboratory Technician,Divorced,No,30,Master's Degree,3,2,3,1,3,1,10,2
No,2023,Travel_Rarely,R&D,Other,STAFF-2329,Male,Research Scientist,Single,No,44,Master's Degree,3,2,4,1,4,2,20,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2330,Male,Sales Representative,Single,No,20,Bachelor's Degree,4,1,4,1,3,4,2,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2331,Male,Manufacturing Director,Divorced,No,46,Master's Degree,3,2,4,2,3,3,12,2
No,2023,Non-Travel,HR,Medical,STAFF-2332,Male,Human Resources,Married,No,42,Doctoral Degree,4,2,1,7,3,1,10,4
No,2020,Travel_Rarely,Sales,Marketing,STAFF-2333,Male,Sales Executive,Divorced,Yes,60,Master's Degree,4,2,4,0,3,2,12,3
No,2021,Travel_Frequently,R&D,Other,STAFF-2334,Female,Laboratory Technician,Married,No,32,Bachelor's Degree,2,1,2,1,4,3,2,3
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-2335,Female,Research Scientist,Single,Yes,32,Associates Degree,3,2,3,4,3,4,10,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2336,Female,Manufacturing Director,Divorced,Yes,36,Bachelor's Degree,1,3,1,2,4,3,17,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2337,Male,Research Scientist,Married,No,33,Bachelor's Degree,3,1,4,0,3,2,15,3
No,2023,Travel_Rarely,Sales,Technical Degree,STAFF-2338,Female,Sales Executive,Divorced,No,40,Bachelor's Degree,2,2,2,7,3,2,7,4
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-2339,Male,Sales Executive,Single,No,25,Master's Degree,3,2,4,0,3,2,5,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2340,Male,Research Scientist,Married,Yes,30,Bachelor's Degree,3,1,2,0,4,1,12,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-2341,Female,Research Director,Married,Yes,42,Doctoral Degree,3,3,1,3,3,3,20,3
No,2023,Non-Travel,Sales,Marketing,STAFF-2342,Female,Sales Executive,Married,Yes,35,Associates Degree,2,3,4,4,3,2,16,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2343,Male,Research Scientist,Married,Yes,27,Bachelor's Degree,3,1,1,1,3,4,9,2
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2344,Female,Manufacturing Director,Divorced,No,54,Master's Degree,3,3,3,7,3,1,33,1
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2345,Female,Research Scientist,Married,No,44,High School,4,1,4,1,3,4,10,3
Yes,2022,Non-Travel,R&D,Medical,STAFF-2346,Female,Research Scientist,Single,Yes,19,Bachelor's Degree,2,1,2,1,4,2,1,4
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2347,Female,Research Scientist,Divorced,No,29,Bachelor's Degree,3,1,4,1,3,1,3,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2348,Male,Research Director,Married,No,54,Bachelor's Degree,3,4,4,3,3,1,36,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-2349,Male,Healthcare Representative,Married,Yes,31,Associates Degree,3,2,1,1,3,4,6,2
No,2023,Travel_Rarely,R&D,Medical,STAFF-2350,Female,Healthcare Representative,Single,No,31,Bachelor's Degree,2,2,1,1,3,2,10,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-2351,Female,Sales Executive,Single,No,59,Bachelor's Degree,2,2,4,5,3,4,13,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2352,Male,Research Director,Married,No,43,Bachelor's Degree,1,5,4,3,3,2,25,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2353,Male,Manager,Married,No,49,Associates Degree,2,5,3,2,3,3,23,4
No,2023,Travel_Frequently,R&D,Technical Degree,STAFF-2354,Male,Research Scientist,Married,No,36,Bachelor's Degree,3,1,2,1,3,3,12,2
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-2355,Male,Laboratory Technician,Single,No,48,Associates Degree,4,1,2,5,3,3,7,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2356,Male,Research Scientist,Divorced,No,27,Associates Degree,3,1,3,1,3,2,5,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2357,Male,Healthcare Representative,Divorced,Yes,29,Bachelor's Degree,3,2,4,1,3,2,6,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2358,Male,Research Director,Single,No,48,Bachelor's Degree,2,5,4,6,3,3,25,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2359,Female,Research Director,Divorced,No,29,Bachelor's Degree,2,4,4,3,3,2,9,2
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-2360,Female,Research Scientist,Married,No,34,Bachelor's Degree,4,1,3,0,3,4,2,2
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2361,Male,Manager,Married,No,44,Bachelor's Degree,3,5,2,7,3,3,26,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2362,Male,Sales Executive,Divorced,Yes,33,Doctoral Degree,4,3,3,0,3,4,10,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2363,Female,Research Scientist,Single,Yes,19,Bachelor's Degree,4,1,4,1,3,4,1,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2364,Male,Research Scientist,Married,No,23,Associates Degree,3,1,3,1,4,4,1,3
Yes,2020,Travel_Frequently,Sales,Life Sciences,STAFF-2365,Male,Sales Representative,Single,Yes,25,High School,1,1,4,1,3,4,1,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2366,Male,Research Scientist,Single,Yes,26,Associates Degree,3,1,4,1,4,2,8,2
Yes,2020,Travel_Rarely,Sales,Marketing,STAFF-2367,Female,Manager,Single,Yes,45,Bachelor's Degree,1,5,2,2,3,1,26,3
No,2022,Non-Travel,R&D,Medical,STAFF-2368,Male,Healthcare Representative,Divorced,Yes,55,High School,2,4,2,1,3,4,34,3
Yes,2023,Travel_Frequently,R&D,Life Sciences,STAFF-2369,Female,Laboratory Technician,Single,No,21,Associates Degree,2,1,3,1,4,3,2,1
No,2023,Travel_Rarely,Sales,Marketing,STAFF-2370,Female,Manager,Married,No,46,Associates Degree,2,5,2,2,3,3,26,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2371,Female,Sales Executive,Single,Yes,34,Bachelor's Degree,3,2,1,0,3,4,4,3
No,2022,Travel_Frequently,Sales,Life Sciences,STAFF-2372,Male,Manager,Divorced,Yes,51,Bachelor's Degree,3,5,2,4,4,1,31,2
No,2023,Travel_Rarely,R&D,Medical,STAFF-2373,Male,Manufacturing Director,Single,No,59,Master's Degree,3,3,4,6,3,4,25,2
No,2020,Travel_Frequently,R&D,Medical,STAFF-2374,Female,Laboratory Technician,Divorced,No,34,Bachelor's Degree,3,2,2,4,3,3,15,4
No,2020,Travel_Frequently,R&D,Medical,STAFF-2375,Male,Laboratory Technician,Single,Yes,28,Master's Degree,3,1,3,0,3,3,5,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2376,Male,Manager,Divorced,No,44,Associates Degree,4,5,1,1,3,4,26,2
No,2020,Travel_Frequently,HR,Life Sciences,STAFF-2377,Male,Human Resources,Married,No,34,Bachelor's Degree,2,2,2,4,3,4,14,4
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2378,Male,Research Scientist,Married,Yes,35,High School,3,1,3,0,3,4,4,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-2379,Female,Research Scientist,Married,Yes,42,Master's Degree,4,2,2,6,3,4,18,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-2380,Female,Sales Executive,Single,No,43,Master's Degree,2,3,4,3,3,4,23,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2381,Female,Manufacturing Director,Single,Yes,36,Master's Degree,3,2,2,9,3,4,18,3
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-2382,Female,Healthcare Representative,Married,No,44,Bachelor's Degree,3,3,4,1,3,4,10,3
No,2022,Travel_Frequently,R&D,Life Sciences,STAFF-2383,Male,Laboratory Technician,Married,Yes,28,Bachelor's Degree,2,1,4,1,3,2,2,3
No,2022,Travel_Frequently,R&D,Medical,STAFF-2384,Female,Laboratory Technician,Single,No,51,Associates Degree,2,1,3,0,3,2,8,2
No,2021,Non-Travel,R&D,Medical,STAFF-2385,Female,Manufacturing Director,Single,Yes,30,Associates Degree,3,2,3,7,3,3,10,3
Yes,2021,Travel_Rarely,R&D,Technical Degree,STAFF-2386,Female,Laboratory Technician,Divorced,Yes,29,Bachelor's Degree,3,1,3,3,3,1,10,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2387,Male,Research Scientist,Single,No,28,Bachelor's Degree,3,1,1,2,3,2,5,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-2388,Female,Research Scientist,Single,No,25,Bachelor's Degree,3,1,2,1,3,4,2,2
No,2022,Travel_Rarely,Sales,Medical,STAFF-2389,Male,Sales Executive,Married,No,32,Bachelor's Degree,4,2,4,1,3,3,10,4
No,2023,Travel_Frequently,R&D,Medical,STAFF-2390,Female,Manager,Single,No,45,Bachelor's Degree,3,5,2,3,4,3,22,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2391,Female,Manager,Divorced,Yes,39,Master's Degree,2,4,2,6,3,4,21,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2392,Male,Research Scientist,Divorced,No,58,Master's Degree,3,1,3,1,3,4,2,3
Yes,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2393,Male,Laboratory Technician,Married,No,32,Associates Degree,3,2,3,1,3,1,10,3
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-2394,Male,Research Scientist,Single,No,39,Bachelor's Degree,3,1,1,0,3,1,6,3
No,2022,Travel_Rarely,R&D,Technical Degree,STAFF-2395,Female,Laboratory Technician,Married,No,30,Bachelor's Degree,2,2,4,0,3,1,10,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-2396,Female,Healthcare Representative,Married,No,36,Master's Degree,3,3,3,3,3,1,10,3
No,2020,Travel_Rarely,HR,Life Sciences,STAFF-2397,Female,Human Resources,Single,No,46,Associates Degree,3,1,1,6,3,3,10,4
No,2022,Non-Travel,R&D,Life Sciences,STAFF-2398,Female,Laboratory Technician,Married,No,28,Bachelor's Degree,1,2,4,0,3,1,10,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2399,Female,Research Director,Married,Yes,50,Bachelor's Degree,3,4,1,4,3,2,25,3
Yes,2023,Travel_Rarely,Sales,Marketing,STAFF-2400,Male,Sales Executive,Single,Yes,40,Master's Degree,2,3,2,2,3,3,9,3
Yes,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2401,Male,Sales Executive,Single,Yes,52,Bachelor's Degree,3,3,2,9,3,3,10,2
No,2020,Travel_Rarely,R&D,Medical,STAFF-2402,Female,Manager,Married,Yes,30,Master's Degree,3,3,1,1,4,4,9,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2403,Male,Manufacturing Director,Single,No,39,Associates Degree,3,2,3,0,3,1,9,3
No,2023,Non-Travel,Sales,Life Sciences,STAFF-2404,Female,Sales Executive,Divorced,Yes,31,Master's Degree,3,3,3,1,3,1,10,2
No,2022,Non-Travel,Sales,Medical,STAFF-2405,Male,Sales Executive,Single,No,41,Associates Degree,1,2,2,1,3,1,19,3
Yes,2021,Travel_Frequently,Sales,Life Sciences,STAFF-2406,Female,Sales Representative,Single,Yes,31,Bachelor's Degree,3,1,2,1,3,1,3,4
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2407,Male,Laboratory Technician,Married,No,44,Bachelor's Degree,3,1,1,4,3,3,10,4
No,2022,Non-Travel,R&D,Life Sciences,STAFF-2408,Male,Manager,Married,Yes,42,High School,3,4,3,0,3,4,21,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-2409,Female,Manager,Married,No,55,Associates Degree,1,5,3,4,3,4,23,3
No,2023,Travel_Rarely,HR,Life Sciences,STAFF-2410,Male,Manager,Single,No,56,Master's Degree,3,5,2,6,3,1,36,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-2411,Male,Research Scientist,Divorced,No,40,Associates Degree,3,1,3,9,3,2,6,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-2412,Male,Healthcare Representative,Divorced,No,34,Bachelor's Degree,3,3,4,0,3,4,10,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-2413,Male,Research Scientist,Single,No,40,Bachelor's Degree,3,2,4,1,3,3,9,3
No,2023,Travel_Frequently,Sales,Marketing,STAFF-2414,Female,Sales Executive,Divorced,No,41,Bachelor's Degree,3,2,1,0,3,4,10,3
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-2415,Male,Research Scientist,Single,Yes,35,Master's Degree,3,2,3,1,3,2,9,3
No,2023,Travel_Rarely,HR,Life Sciences,STAFF-2416,Male,Manager,Divorced,Yes,51,Bachelor's Degree,3,4,2,1,3,2,33,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-2417,Female,Sales Executive,Divorced,No,38,Associates Degree,3,2,1,3,3,4,11,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-2418,Female,Sales Executive,Single,No,34,Associates Degree,3,2,1,1,3,4,10,4
No,2022,Travel_Rarely,R&D,Medical,STAFF-2419,Male,Laboratory Technician,Married,No,25,High School,3,1,4,3,3,3,7,2
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-2420,Female,Manufacturing Director,Married,Yes,58,Master's Degree,2,3,1,7,3,4,31,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-2421,Male,Laboratory Technician,Married,No,40,Master's Degree,3,1,2,3,4,3,7,3
No,2021,Travel_Frequently,Sales,Marketing,STAFF-2422,Female,Sales Executive,Married,No,36,Bachelor's Degree,4,2,1,2,3,4,17,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2423,Male,Manufacturing Director,Single,No,48,Bachelor's Degree,3,3,4,1,3,3,11,3
No,2021,Travel_Rarely,Sales,Medical,STAFF-2424,Female,Sales Representative,Married,No,27,Bachelor's Degree,4,1,4,8,3,2,5,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-2425,Female,Manufacturing Director,Single,No,51,Associates Degree,2,4,2,3,3,2,29,2
No,2023,Non-Travel,R&D,Life Sciences,STAFF-2426,Female,Laboratory Technician,Single,No,18,Bachelor's Degree,3,1,4,1,3,3,0,4
No,2021,Travel_Rarely,R&D,Medical,STAFF-2427,Female,Laboratory Technician,Married,No,35,Bachelor's Degree,2,2,4,0,3,2,10,3
No,2020,Travel_Frequently,Sales,Life Sciences,STAFF-2428,Male,Sales Executive,Single,No,27,High School,1,2,4,3,4,2,8,3
Yes,2020,Travel_Rarely,Sales,Marketing,STAFF-2429,Male,Sales Executive,Single,Yes,55,Master's Degree,4,4,3,6,3,3,24,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-2430,Male,Manufacturing Director,Married,Yes,56,Bachelor's Degree,3,4,2,4,3,1,33,3
No,2023,Non-Travel,R&D,Technical Degree,STAFF-2431,Female,Research Scientist,Divorced,No,34,High School,2,1,3,1,4,3,5,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-2432,Female,Healthcare Representative,Divorced,No,40,High School,4,2,3,5,4,2,15,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-2433,Male,Laboratory Technician,Married,No,34,Bachelor's Degree,3,2,3,4,3,1,10,3
